x,y
14.362418318544275,10.317214631695373
14.207346723839052,10.283562569683912
14.052275129133829,10.249910507672451
13.897189956116272,10.21625549904572
13.742090722986806,10.182597439230978
13.586976921855895,10.1489362180268
13.431848016668374,10.115271719096821
13.276703441192602,10.081603819561975
13.121542596707203,10.047932389503533
12.966364849343167,10.014257291367098
12.81116952719122,9.98057837931711
12.655955917697753,9.946895498747592
12.500723263410837,9.913208485279954
12.345470758417111,9.87951716400228
12.190197544075177,9.8458213485801
12.034902703604448,9.812120840088694
11.879585254984056,9.77841542540941
11.724244143294781,9.744704875605366
11.568878228831432,9.710988943348463
11.413486269338858,9.677267359066738
11.258066890648752,9.643539824553756
11.10261853559163,9.609806001873421
10.947139370448571,9.576065493105872
10.791627104312463,9.542317801085998
10.636078642102715,9.508562254158667
10.480489398680305,9.47479785730321
10.324851943811336,9.441022998101985
10.169153305943894,9.40723486157563
10.013369604670997,9.37342826545759
9.857455335354746,9.33959333477906
9.701321980333322,9.305710860352535
9.544795272255048,9.271743024429075
9.387529779098735,9.237614864877159
9.228838051687257,9.203177198443575
9.067348455792386,9.168132367010388
8.908546129804076,9.133673538849122
8.808419721962734,9.112477479720182
8.701804455551633,9.090719054841154
8.594858014883702,9.06889582237395
8.490072079408916,9.048256308545241
8.384453570229862,9.027454569982769
8.177497595548294,8.98808051174961
8.07825263027005,8.969843455970738
7.9795320126386455,8.951701109810315
7.826418570472982,8.924642525033246
7.7305268111387155,8.907698260364278
7.565669429731179,8.879721574211073
7.400565212230939,8.85171310942021
7.272064037630414,8.830139997951886
7.188159847021497,8.816668235644052
7.11061917213386,8.804217702025577
6.985946764059251,8.786642666521532
6.890839397533814,8.773235548968248
6.848141475103962,8.768938889006243
6.745866264721315,8.758646936998083
6.563857427249579,8.74033140208392
6.413280570029038,8.70750458858473
6.313037961771999,8.685650991352016
6.2460433699734175,8.671045986367858
6.158755670394247,8.654279430599964
6.0922789384715905,8.642661710893101
6.071515468454727,8.639583652431137
5.893668426109879,8.613221085877202
5.781962607439377,8.595667817568446
5.668707824197893,8.577872846081302
5.5546296779569575,8.558798849834604
5.455995070361288,8.542308891238648
5.35730744138335,8.52580889985928
5.226439754334286,8.50392952326142
5.062762790409153,8.474313055163762
4.946314638329797,8.453243059832062
4.833437171085399,8.432819140093551
4.722351016325251,8.412719338387172
4.612160517586784,8.392781595657521
4.502417846854748,8.372924882415923
4.392899090122749,8.353108683918226
4.283492290386941,8.33331274279219
4.174141469146514,8.31352693035187
4.064818637151004,8.293746182254226
3.9555097997755615,8.273967966327795
3.8462079597083507,8.254191016486917
3.73690961829309,8.234414699688676
3.627613026202401,8.21463869941172
3.518317308771875,8.194862857395224
3.4090220286708393,8.17508709450904
3.2997269672326683,8.155311371187832
3.1904320151253076,8.135535667649153
3.081137117682185,8.115759974001662
2.9718422475703727,8.09598428529974
2.862547391123371,8.076208599070567
2.7532525415081577,8.056432914077751
2.6439576953083415,8.036657229703124
2.5346628508154856,8.016881545637537
2.4253680071755306,7.997105861726436
2.3160731639618124,7.977330177892611
2.206778320960822,7.957554494097417
2.097483478065691,7.937778810321501
1.9881886352232516,7.918003126555232
1.8788937924068572,7.898227442793776
1.769598949603215,7.878451759034718
1.6603041068058224,7.8586760752768745
1.551009264011357,7.83890039151964
1.4417144212180653,7.819124707762684
1.3324195784252668,7.79934902400588
1.2231247356324737,7.779573340249128
1.1138298928398271,7.759797656492458
1.0045350500468981,7.740021972735781
0.8952402072537852,7.720246288979111
0.7859453644605621,7.700470605222461
0.6766505216671369,7.680694921465808
0.5673556788735311,7.66091923770915
0.4580608360798422,7.641143553952506
0.34876599328605457,7.621367870195872
0.23947115049210677,7.601592186439232
0.1301763076980841,7.581816502682601
0.020881464903931033,7.562040818925963
-0.08841337789027394,7.542265135169332
-0.1977082206845356,7.522489451412707
-0.30700306347888806,7.502713767656077
-0.4162979062732714,7.4829380838994535
-0.5255927490677021,7.463162400142833
-0.6348875918621687,7.443386716386218
-0.7441824346566764,7.423611032629607
-0.853477277451219,7.403835348872999
-0.9627721202458072,7.3840596651163874
-1.072066963040415,7.364283981359778
-1.1813618058350381,7.344508297603172
-1.2906566486296833,7.324732613846567
-1.3999514914243434,7.304956930089967
-1.5092463342190223,7.285181246333367
-1.6185411770137146,7.265405562576769
-1.7278360198084068,7.24562987882017
-1.6967363438802532,7.139003191322521
-1.6656366679520993,7.032376503824872
-1.6345369920239523,6.92574981632723
-1.6034373160958135,6.819123128829602
-1.5723376401676843,6.712496441331988
-1.5412379642395655,6.605869753834389
-1.5101382883114585,6.499243066336809
-1.479038612383365,6.39261637883925
-1.4479389364552866,6.285989691341715
-1.4168392605272235,6.179363003844204
